# Constructed from biom file
#OTU ID	CK	JXBR16	R37J16	RW37
Unassigned;Other;Other;Other;Other;Other	0.0273451521686	0.0251060993554	0.0232534088737	0.0186646755567
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella	0.0	0.0	4.49645342236e-06	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Marine Group II;g__	0.00296460805454	0.00141394825886	0.00112411335559	0.000320848624807
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmatales Incertae Sedis;g__	5.16482239467e-06	0.0	0.0	0.0
k__Archaea;p__Miscellaneous Crenarchaeotic Group;c__;o__;f__;g__	5.16482239467e-06	0.0	2.24822671118e-06	5.94164120013e-06
k__Archaea;p__Thaumarchaeota;Other;Other;Other;Other	1.03296447893e-05	0.0	4.49645342236e-06	0.0
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);Other;Other;Other	2.58241119733e-06	2.34238416378e-05	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__;f__;g__	0.000214340129379	0.00288965028204	0.000910531818029	0.000691210926282
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__Unknown Order;f__Unknown Family;g__Candidatus Nitrososphaera	0.000129120559867	0.000340710423822	0.000325992873121	0.000570397555213
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__;f__;g__	0.00729272922127	0.0	0.00139839701435	0.000701113661616
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__Unknown Order;f__Unknown Family;g__Candidatus Nitrosotalea	9.03843919067e-05	0.0	6.74468013354e-06	7.92218826684e-06
k__Archaea;p__Thaumarchaeota;c__terrestrial group;o__;f__;g__	7.747233592e-05	0.0	5.17092143572e-05	2.57471118672e-05
k__Archaea;p__Woesearchaeota (DHVEG-6);c__;o__;f__;g__	3.35713455654e-05	5.749488402e-05	8.99290684473e-06	7.92218826684e-06
k__Bacteria;Other;Other;Other;Other;Other	0.000216922540576	0.00051745395618	0.000215829764273	0.000227762912672
k__Bacteria;p__Acidobacteria;Other;Other;Other;Other	1.03296447893e-05	0.000127766408933	2.02340404006e-05	1.3863829467e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;Other;Other;Other	2.3241700776e-05	0.000121378088487	2.92269472454e-05	4.15914884009e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__	0.0	6.38832044667e-06	0.0	3.96109413342e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__AT-s3-28;f__;g__	1.03296447893e-05	0.000234238416378	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);Other	0.000346043100443	0.0	0.000238312031385	0.000251529477472
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__	0.0467468074942	0.000738915731665	0.0378983576704	0.03752740582
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Acidobacterium	0.000173021550221	0.0	0.000123652469115	0.000146560482937
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Bryocella	0.000797965059977	0.0	0.000548567317528	0.000714977491083
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter	0.00192906116441	0.0	0.00242134016794	0.00209937989071
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Edaphobacter	0.00103038206774	0.0	0.000822850976292	0.00087936289762
