# Constructed from biom file
#OTU ID	CK	JXBR16	R37J16	RW37
No blast hit;Other;Other	0.00283402895862	0.00135207682978	0.00192217964005	0.0013179764416
k__;p__;c__	0.000714948214562	0.000233630922792	0.00120036529389	0.00117344638795
k__Animalia;p__Arthropoda;c__	1.28819498119e-05	1.98834827908e-05	3.98792456442e-06	6.88238350706e-06
k__Fungi;p__;c__	0.0399920131911	0.017611794882	0.0512089393317	0.029040217208
k__Fungi;p__Ascomycota;c__	0.0400177770907	0.0179498140894	0.0409878886731	0.0505029301748
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes	5.15277992477e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Arthoniomycetes	0.0	4.97087069771e-06	2.79154719509e-05	3.44119175353e-06
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.0658074406142	0.0375549281212	0.0765083327684	0.0506130483109
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.32981012006	0.561325631798	0.351998149603	0.0818074515566
k__Fungi;p__Ascomycota;c__Laboulbeniomycetes	0.0	0.0	3.98792456442e-06	1.03235752606e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes	0.000322048745298	0.00010935915535	0.000546345665325	9.63533690988e-05
k__Fungi;p__Ascomycota;c__Leotiomycetes	0.0339825836039	0.0164138150438	0.0229903851139	0.0340918867022
k__Fungi;p__Ascomycota;c__Lichinomycetes	1.93229247179e-05	0.000273397888374	0.000155529058012	0.000295942490803
k__Fungi;p__Ascomycota;c__Neolectomycetes	0.0	5.96504483725e-05	3.98792456442e-06	2.06471505212e-05
k__Fungi;p__Ascomycota;c__Orbiliomycetes	0.00638300613181	0.00165529994234	0.004797473251	0.000949768923974
k__Fungi;p__Ascomycota;c__Pezizomycetes	0.000888854537023	0.00116815461396	0.00137982189929	0.00237786350169
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis	0.0100414798784	0.0135555643927	0.0244738930518	0.0225466883691
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.000322048745298	0.000114330026047	0.000590212835534	0.000344119175353
k__Fungi;p__Ascomycota;c__Sordariomycetes	0.266005822641	0.157914620325	0.226522091108	0.553849489155
k__Fungi;p__Basidiomycota;c__	7.08507239656e-05	7.45630604657e-05	7.5770566724e-05	0.000399178243409
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.116375534601	0.0740957986201	0.0682493409955	0.0523611737217
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes	1.93229247179e-05	2.48543534886e-05	0.000159516982577	6.88238350706e-06
k__Fungi;p__Basidiomycota;c__Atractiellomycetes	6.44097490596e-06	2.98252241863e-05	0.000255227172123	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.0	0.0	2.79154719509e-05	0.0
k__Fungi;p__Basidiomycota;c__Dacrymycetes	6.44097490596e-06	4.97087069771e-06	2.39275473865e-05	1.03235752606e-05
k__Fungi;p__Basidiomycota;c__Entorrhizomycetes	1.93229247179e-05	4.97087069771e-06	0.0	0.0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes	0.000405781419076	0.000203805698606	0.000279154719509	8.94709855917e-05
k__Fungi;p__Basidiomycota;c__Microbotryomycetes	5.15277992477e-05	0.000208776569304	0.000155529058012	2.40883422747e-05
k__Fungi;p__Basidiomycota;c__Pucciniomycetes	9.66146235894e-05	4.97087069771e-06	0.0	1.37647670141e-05
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.00802545473283	0.0356858807389	0.0274010296821	0.00364422206699
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes	0.000747153089092	0.000656154932098	0.000330997738847	0.00549902442214
k__Fungi;p__Basidiomycota;c__Ustilaginomycotina_cls_Incertae_sedis	1.28819498119e-05	0.0	2.39275473865e-05	7.57062185776e-05
k__Fungi;p__Basidiomycota;c__Wallemiomycetes	1.93229247179e-05	4.97087069771e-06	3.98792456442e-06	0.00234345158415
k__Fungi;p__Chytridiomycota;c__	0.00030272582058	0.000298252241863	0.000131601510626	0.000282177723789
k__Fungi;p__Chytridiomycota;c__Blastocladiomycetes	1.28819498119e-05	0.0	0.0	0.0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes	0.0035683000979	0.000561708388841	0.00527602419873	0.0150035960454
k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes	0.000199670222085	4.47378362794e-05	8.37464158528e-05	4.81766845494e-05
k__Fungi;p__Glomeromycota;c__	0.000586128716443	2.98252241863e-05	8.77343404172e-05	1.03235752606e-05
k__Fungi;p__Glomeromycota;c__Glomeromycetes	0.00443783171021	0.000720776251168	0.000853415856786	0.00113559327866
k__Fungi;p__Neocallimastigomycota;c__Neocallimastigomycetes	0.0	0.0	7.97584912884e-06	0.0
k__Fungi;p__Rozellomycota;c__	0.000779357963621	0.000671067544191	0.00696690421404	0.000368207517628
k__Fungi;p__Zygomycota;c__	0.0	4.97087069771e-06	3.98792456442e-06	0.0
k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis	0.000109496573401	5.46795776748e-05	6.77947175951e-05	4.12943010423e-05
k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis	0.0184533931056	0.0254260036188	0.0408921784836	0.0348833608055
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis	0.0106340495697	0.0195156383592	0.0217940077445	0.00445978451257
k__Fungi;p__Zygomycota;c__Zoopagomycotina_cls_Incertae_sedis	0.0	0.0	3.98792456442e-06	3.44119175353e-06
k__Plantae;p__;c__	0.0233034472098	0.000298252241863	0.000255227172123	0.0230009256806
k__Plantae;p__Chlorophyta;c__	0.00267944556088	0.000482174457678	0.00186236077158	0.003169337605
k__Protista;p__;c__	0.0	4.97087069771e-06	0.0	0.000165177204169
k__Protista;p__Cercozoa;c__	0.00027052094605	0.000233630922792	0.000291118493203	0.000385413476395
k__Protista;p__Ciliophora;c__	0.0115808728809	0.013336846082	0.019098170739	0.0235205456354
k__Protozoa;p__;c__	1.93229247179e-05	0.0	1.59516982577e-05	6.88238350706e-06
