# Constructed from biom file
#OTU ID	CK	JXBR16	R37J16	RW37
Unassigned;Other;Other;Other;Other	0.0273451521686	0.0251060993554	0.0232534088737	0.0186646755567
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae	0.0	0.0	4.49645342236e-06	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Marine Group II	0.00296460805454	0.00141394825886	0.00112411335559	0.000320848624807
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmatales Incertae Sedis	5.16482239467e-06	0.0	0.0	0.0
k__Archaea;p__Miscellaneous Crenarchaeotic Group;c__;o__;f__	5.16482239467e-06	0.0	2.24822671118e-06	5.94164120013e-06
k__Archaea;p__Thaumarchaeota;Other;Other;Other	1.03296447893e-05	0.0	4.49645342236e-06	0.0
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);Other;Other	2.58241119733e-06	2.34238416378e-05	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__;f__	0.000214340129379	0.00288965028204	0.000910531818029	0.000691210926282
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__Unknown Order;f__Unknown Family	0.000129120559867	0.000340710423822	0.000325992873121	0.000570397555213
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__;f__	0.00729272922127	0.0	0.00139839701435	0.000701113661616
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__Unknown Order;f__Unknown Family	9.03843919067e-05	0.0	6.74468013354e-06	7.92218826684e-06
k__Archaea;p__Thaumarchaeota;c__terrestrial group;o__;f__	7.747233592e-05	0.0	5.17092143572e-05	2.57471118672e-05
k__Archaea;p__Woesearchaeota (DHVEG-6);c__;o__;f__	3.35713455654e-05	5.749488402e-05	8.99290684473e-06	7.92218826684e-06
k__Bacteria;Other;Other;Other;Other	0.000216922540576	0.00051745395618	0.000215829764273	0.000227762912672
k__Bacteria;p__Acidobacteria;Other;Other;Other	1.03296447893e-05	0.000127766408933	2.02340404006e-05	1.3863829467e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;Other;Other	2.3241700776e-05	0.000121378088487	2.92269472454e-05	4.15914884009e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__	0.0	6.38832044667e-06	0.0	3.96109413342e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__AT-s3-28;f__	1.03296447893e-05	0.000234238416378	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1)	0.0526708587808	0.000743174611963	0.0437212648523	0.0433799224022
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__FFCH5909;f__	0.000531976706651	2.12944014889e-05	0.000451893568947	0.000213899083205
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 11;f__	2.3241700776e-05	0.00222739439574	3.59716273789e-05	1.3863829467e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 12;f__	0.000250493886141	0.00132877065291	4.49645342236e-06	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 13;f__	0.000198845662195	3.62004825311e-05	0.00015287941636	7.12996944016e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 15;f__	2.3241700776e-05	0.000189520173251	8.99290684473e-06	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 17;f__	0.00055263599623	0.00326017286795	0.000182106363606	0.000170327047737
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 18;f__	1.5494467184e-05	0.00104768455325	1.34893602671e-05	7.92218826684e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 19;f__	0.0	1.27766408933e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 2;f__	0.0119720583108	7.24009650623e-05	0.00901314088513	0.00647242781401
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 20;f__	1.80768783813e-05	0.00100509575028	4.04680808013e-05	1.98054706671e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 21;f__	2.58241119733e-06	1.70355211911e-05	8.99290684473e-06	1.98054706671e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 25;f__	6.45602799334e-05	0.00372864970071	7.64397081802e-05	4.75331296011e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;Other	2.58241119733e-05	0.000234238416378	2.4730493823e-05	3.36693001341e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__AKIW659	2.3241700776e-05	4.25888029778e-06	1.79858136895e-05	7.92218826684e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Elev-16S-1166	0.000377032034811	6.38832044667e-06	4.49645342236e-05	3.76303942675e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__PAUC26f	5.16482239467e-06	0.000357745945014	4.49645342236e-06	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__SJA-149	0.000185933606208	0.000129895849082	0.000150631189649	7.12996944016e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Unknown Family	0.0403966583599	0.00645220365114	0.0162411897616	0.0134399923947
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;Other	1.80768783813e-05	2.98121620845e-05	1.34893602671e-05	5.54553178679e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__11-24	0.00182059989412	0.00179724748566	0.00147483672254	0.00137053857016
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__DS-100	0.00034862551164	0.000704844689283	0.000263042525208	0.000374323395608
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__Elev-16S-573	0.000245329063747	0.00195056717638	0.00037995031419	0.000560494819879
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__RB41	0.00317120095033	0.0262964563986	0.00434582223271	0.00537718528612
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__Unknown Family	0.00261081772051	0.0193353165519	0.00500230443238	0.00551384303372
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 5;f__	0.000834118816739	0.000413111388885	0.000611517665441	0.000562475366946
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 6;Other	0.0	1.27766408933e-05	8.99290684473e-06	7.92218826684e-06
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 6;f__	0.0252818056219	0.0970513642258	0.0192223383806	0.0178249236004
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 9;f__	0.0	0.000117119208189	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;Other;Other	5.16482239467e-06	1.49060810422e-05	2.24822671118e-06	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Elev-16S-816;f__	1.29120559867e-05	9.36953665512e-05	2.69787205342e-05	3.76303942675e-05
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae	0.000307306932483	0.0	0.000834092109848	0.000390167772142
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;Other	0.0	4.25888029778e-06	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__ABS-19	0.00298784975532	0.00235303136452	0.00105217010083	0.000843713050419
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__CA002	0.0	3.40710423822e-05	6.74468013354e-06	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__NS72	0.0	8.73070461045e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__Sva0725	6.71426911307e-05	0.000247015057271	9.44255218696e-05	0.000180229783071
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__TK85	0.0	1.70355211911e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 7;f__	0.0190478649915	0.0173677138544	0.0196517496824	0.0177714488296
k__Bacteria;p__Acidobacteria;c__Holophagae;o__TPD-58;f__	2.06592895787e-05	3.62004825311e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Subgroup 22;o__;f__	0.000180768783813	0.000677161967347	1.57375869783e-05	3.36693001341e-05
k__Bacteria;p__Acidobacteria;c__Subgroup 26;o__;f__	1.03296447893e-05	0.000202296814145	3.37234006677e-05	1.3863829467e-05
k__Bacteria;p__Actinobacteria;Other;Other;Other	2.84065231707e-05	2.34238416378e-05	2.24822671118e-06	1.18832824003e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other	2.84065231707e-05	2.76827219356e-05	3.59716273789e-05	3.36693001341e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.0330290392139	0.0155406542066	0.019546083027	0.0155651193973
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae	0.00219504951773	0.00226359487827	0.00173787924774	0.0016894066479
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis	0.000219504951773	0.000487641794096	0.000107914882137	0.000102988447469
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae	0.000364119978824	0.00145440762169	0.000669971559932	0.000366401207341
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1 clade	5.16482239467e-06	0.00522564612538	4.49645342236e-06	1.98054706671e-06
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Sva0996 marine group	5.16482239467e-06	6.81420847645e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	0.000162691905432	0.000236367856527	0.000177609910183	0.000160424312404
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	7.747233592e-06	2.12944014889e-06	0.0	3.96109413342e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Actinospicaceae	0.000121373326275	0.0	8.76808417361e-05	0.000198054706671
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Catenulisporaceae	0.00143323821452	0.0	0.00118256725008	0.00130121942283
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;Other	2.58241119733e-06	2.12944014889e-06	6.74468013354e-06	1.98054706671e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__	0.000160109494235	6.17537643178e-05	5.84538944907e-05	8.51635238686e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	2.06592895787e-05	3.62004825311e-05	1.12411335559e-05	1.3863829467e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae	0.00294136635376	0.000557913319009	0.00203914162704	0.00138440239963
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae	0.000911591152659	0.000990189669234	0.00104092896728	0.000918973838954
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Tsukamurellaceae	5.16482239467e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Elev-16S-976;f__	0.0	0.0	0.0	3.96109413342e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;Other	0.000614613864966	0.000100083686998	0.000564304904507	0.000449584184143
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__	0.00346043100443	0.00065160868556	0.00319248192988	0.00329761086607
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae	0.00350949681718	2.34238416378e-05	0.0029159500444	0.00382047529169
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Cryptosporangiaceae	0.000134285382261	1.06472007445e-05	0.000146134736227	0.000118832824003
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae	0.00282515784988	7.45304052112e-05	0.00396587191852	0.00280049355233
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae	0.000521647061862	0.0018206713273	0.000517092143572	0.00060208630828
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae	0.000105878859091	1.27766408933e-05	0.000134893602671	0.000102988447469
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae	0.000526811884256	0.00036413426546	0.000582290718196	0.000364420660275
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae	2.58241119733e-06	0.000481253473649	7.19432547578e-05	2.57471118672e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae	8.52195695121e-05	0.000112860327891	3.14751739565e-05	0.000120813371069
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;Other	7.747233592e-06	2.34238416378e-05	6.74468013354e-06	9.90273533355e-06
